,replyid,sourceid,content,authorid,author,supports,showTime
11536,115367,150987,江淮iev5    4年     自己卖撑死1万5换了比亚迪折了7000买的时候办完了9万不服来辩,138637,灰色คิดถึง狮子,0,2021-01-03 16:59:01
11537,115368,150987,以前的电车保值率不高是因为续航整体不行。四五百续航的车保值率还是非常高的,254113,牧,0,2021-01-03 16:44:31
11538,115369,150987,电池原车主有包衰减30%就更换的服务，转手后则不包，这也是一个二手流通的阻碍。,254114,刹那·F·精英,0,2021-01-03 16:13:57
11539,115370,150987,我的一个朋友花14万买了轩逸纯电开一年多后来消费升级买了特斯拉，把轩逸卖到了外地卖了9万多。不知道这个价格怎么样。划算不。,137654,平凡的小草,0,2021-01-03 15:02:59
11540,115331,150987,10万以下可以，最多亏10万,141341,尼克,0,2021-01-03 13:49:29
11541,115333,150987,第三方电芯都未能发展二手电车只能从官方保证,138241,c60201,0,2021-01-03 13:44:51
11542,115334,150987,电动车很多待遇都是限首任车主[裂开][裂开][叹气][叹气]，你说值不值得买,253919,流星森林尚,0,2021-01-03 13:27:40
11543,115335,150987,电池衰减很严重，我的江淮iev6e三年了，22度的电池现在只能充15度电，同事买的唐，刚三年多，电池也不行了，,140993,A    ,0,2021-01-03 13:01:15
11544,115336,150987,还是先解决家庭充电桩的事吧！！！！,177030,极乐净土,0,2021-01-03 13:00:01
11545,115337,150987,买特斯拉呀[呲牙],253920,无血,0,2021-01-03 12:48:28
11546,115339,150987,现在的二手市场上反正很难碰到一台二手蔚来，尤其是es6，新车我肯定是不会买的，一年打对折这智商税要坑有钱人～精神小伙玩一个二手就好了～,228933,Richer,0,2021-01-03 12:43:21
11547,115340,150987,以前的电动车不成熟，优化做得一塌糊涂，我去过河北的一个拆解市场，那里的汽车主电机堆积如山，可见有多少人去填坑！电动汽车时至今日，依然被打上技术不成熟的标签不冤。,228920,smile,0,2021-01-03 12:40:33
11548,115341,150987,二手新能源最怕营转非，不是营转非都可以考虑，不是什么电池问题，而是报废问题，之前我也在二手新能源平台，接触到车主，他的行驶证就是营转非，4万多还能跑300公里，厂家换的新电池，但是，他的行驶证有公安局写的强制报废是到后年。,253551,少年的昵称,0,2021-01-03 12:37:02
11549,115342,150987,1202年？,253921,黄伟,0,2021-01-03 12:32:52
11550,115352,150985,"2022年suv車型還400nedc是太不把國產和
Model Y放在眼里吧",253924,ʚɞ,0,2021-01-03 12:40:09
11551,115353,150985,这么点续航不是虚的话还行，虚的就是割韭菜了,253084,逢君,0,2021-01-03 12:35:20
11552,115355,150984,国产新能源车发力不晚也不慢，特斯拉国内割韭菜的美梦做起来有难度，最好还是对做工上上心，价格战真没意思。,254108,徐无鬼,0,2021-01-04 09:45:48
11553,115356,150984,坐等今年后驱长续航3和Y降到30万内吃补贴，嗯，真香[呲牙],138023,加农炮,0,2021-01-04 08:24:45
11554,115357,150984,幽灵加速幽灵刹车到底什么情况，没搞清楚前怎么还有人敢买。另外电池安全性呢，买车还是得买个踏实放心的吧，天天提心吊胆的开谁开谁知道,254109,张磊（恩瑜）040644,0,2021-01-03 17:26:11
11555,115358,150984,去年，中国有位大佬隔空喊话小马，意思是将在今年，在中国市场上打的小马找不到东。没想到一个月后，2021年第一天，小马就一记左勾拳，年轻人就是不讲武德。不过我喜欢这样的年轻人[坏笑][坏笑][坏笑],224368,文浜路体育店,0,2021-01-03 16:43:33
11556,115344,150984,可惜价格是降了，品质会不会更差了……,252691,Suburban(萨博班),0,2021-01-03 14:55:11
11557,115345,150984,作为消费者，喜闻乐见。,161650,敬,0,2021-01-03 14:08:09
11558,115346,150984,高性能版对汉ev威胁巨大。。,160983,,0,2021-01-03 13:49:01
11559,115347,150984,荣威ER6是不是该降价了,227555,张彦林,0,2021-01-03 13:26:56
11560,115348,150984,特斯拉只是代表，新能源车技术越来越成熟，成本下降是趋势。,253922,佐,0,2021-01-03 13:23:11
11561,115349,150984,和汉一个价位了，不错，加油,161704,李先生,0,2021-01-03 12:45:51
11562,115350,150984,进口韭菜车主哭晕在厕所,253923,一位愿意透露姓名的不知情人士,0,2021-01-03 12:40:10
11563,115351,150982,希望特斯拉把家冲桩价格打下来吧 其他车企不是送就是3000,253924,ʚɞ,0,2021-01-03 12:41:19
11564,115286,150980,Model Y应该比Model 3大10%，贵10%，续航、速度、加速性能等降低10%,253748,冬～～～,0,2021-01-02 21:23:32
11565,115287,150980,这出戏，关键不在于特斯拉，在于友商如何应对,161538,嘿嘿布莱克,0,2021-01-02 18:17:28
11566,115289,150980,大家没看到马的可怕，这位才是真可怕，因为他是个懂得模块化和低成本的美国科技者。自老特诞生以来，一直都是高科技高性能标榜，国内跟风者众，以为有了新方法，比如慰来，却不知道全世界全产业供应链和模块化低成本才是真法宝。这次的疫情让老美看到了中国供应链的可怕，反过来也在暗暗学习。只希望中国车商能明白，全世界最成功的车一定是性价比高的，希望能踏实下来研究平台优化，模块化，而不是去追什么高性能堆积，乱七八糟功能堆积，尤其是比亚迪，居然是现在油电统一平台，统一销售，统一内饰，快醒醒吧,252783,yy,0,2021-01-02 17:45:00
11567,115291,150980,买零跑不香吗？还买什么特斯拉？,253749,KEITH阿志,0,2021-01-02 16:42:29
11568,115293,150980,"线束问题，比亚迪是怎么解决的呢？
是不是更好？",252801,从,0,2021-01-02 16:35:05
11569,115294,150980,Roadster不是Roadstar吧,224671,于宁,0,2021-01-02 16:10:04
11570,115295,150980,等等党永远不亏[让我看看],225166,思维广与欢乐多,0,2021-01-02 15:47:53
11571,115296,150980,一年以后打骨折[奸笑],137654,平凡的小草,0,2021-01-02 15:36:22
11572,115298,150980,乾隆之后是道光和光绪,253264,海尔,0,2021-01-02 15:26:59
11573,115299,150980,小编历史学得很好，按照大清帝王这个进层，特斯拉盛极而衰也就是这三年的事儿了,222005,彭宇,0,2021-01-02 15:13:19
11574,115301,150980,Model Y 的价格将来会比3低。这应该是一个事实。,197856,奋斗不息,0,2021-01-02 15:12:21
11575,115303,150980,特斯拉选的时候不错啊，第一茬韭菜在春天收割，最鲜最美味的。等一年吧，可能真的28以下。,192137,1778442,0,2021-01-02 15:10:18
11576,115305,150980,问题来了，谁是宣统呢？谁亡的大清？,220916,dai,0,2021-01-02 15:09:05
11577,115307,150980,拆解图片上面的应该是缩减，而不是所见,253750,K.,0,2021-01-02 15:05:58
11578,115309,150980,这文章写的有意思，乾隆以后无大清[呲牙]接下来就要看新中国的了,225019,心璞,0,2021-01-02 14:44:07
11579,115311,150980,3在20之内   Y在23之内,253751,beneman,0,2021-01-02 14:35:58
11580,115313,150980,已订，第一波韭菜，好喜欢,253563,杜聪,0,2021-01-02 14:20:33
11581,115314,150980,MODEL Y真香！,253752,徐恒,0,2021-01-02 14:12:07
11582,115316,150980,股票升值了，让利于民，感谢特斯拉支部书记马斯克,228732,游泳健身了解一下？,0,2021-01-02 14:00:29
11583,115318,150980,估计model3还有降价空间[旺柴][旺柴][旺柴],221102,红箭,0,2021-01-02 13:41:57
11584,115250,150979,京蔚军给你多少黑钱了！？,221961,只投龙头科技成长股,0,2021-01-02 21:39:17
11585,115251,150979,新能源领导者，我只认比亚迪。,253739,东方红,1,2021-01-02 21:18:14
11586,115252,150979,零跑C11配置价格都给力  就看上市的实车 和做工了   领克的太贵  平民玩不起,253740,Evolution,1,2021-01-02 20:48:19
11587,115253,150979,电动车不是应该成本更低么，没有发动机变速箱，电池价格很贵么？[囧]要知道电池对于燃油车来说就是油箱啊,253741,明月在天,0,2021-01-02 19:38:18
11588,115255,150979,ET7样子有点丑,253742,茄知排条,0,2021-01-02 18:05:28
11589,115257,150979,期待三十万，三秒破百的id.4R，et7，福特gt，领克zero和eqa45的对战了。真想知道十年后，大家怎么评论今天这电磁炮之争。,140001,酷马酷么？ʕ•̫͡•ིʔྀ熊熊,0,2021-01-02 17:21:50
11590,115259,150979,领克能达到几何的续航真实度吗？,189122,cc,0,2021-01-02 16:44:04
11591,115261,150979,"唐EV，今年才能提到车吧？
Marvel R的5G，怎么看？",252801,从,0,2021-01-02 16:29:14
11592,115262,150979,等ZERO上市,252424,Jim,0,2021-01-02 15:46:20
11593,115264,150979,丰田社长在特斯拉里喷电动车都是垃圾，污染全宇宙[得意],137654,平凡的小草,0,2021-01-02 15:35:35
11594,115266,150979,好家伙，领克给了你多少钱？我埃安给双倍[旺柴],216072,陈权,0,2021-01-02 14:36:15
11595,115268,150979,"蔚来这个产品卖这么贵，
连个设计师都请不起吗？
把丰田的外观抄到底吗？",162368,佳兴蛋品批发,0,2021-01-02 14:33:05
11596,115269,150979,我记得邦老师好像说过同一款车不是电池电量越大，续航就一定越大的，因为电池包大了重量也在同步增加，那为什么又说ES6换这个电池续航就一定增加这么多？,139239,司马行空,0,2021-01-02 14:25:46
11597,115270,150979,p-zero对标的应该是ec6和model y,253743,NFC,0,2021-01-02 14:24:09
11598,115271,150979,零跑不配拥有姓名,253744,陈冲,0,2021-01-02 14:22:01
11599,115272,150979,领跑c11,253745,段文博,0,2021-01-02 14:20:39
11600,115273,150979,最期待的还是蔚来轿车，不知道是ET7还是EE7,222986,涛,0,2021-01-02 14:09:47
11601,115274,150979,埃安y的图片为什么是领克[疑问],222986,涛,0,2021-01-02 14:06:52
11602,115276,150979,不知道ZERO的自动驾驶水平怎么样,252627,shenjiawei1220,0,2021-01-02 14:03:28
11603,115277,150979,领克和埃安的图贴重了,176538,巴伦,0,2021-01-02 14:03:03
11604,115279,150979,领克20万公里电池无衰减，200万公里电池长寿命…… 你信吗？！,253746,明,0,2021-01-02 14:03:03
11605,115280,150979,我只期待零跑c11，昨天刚下单，你说的这些好贵。。而且配置很多都比不上c11,125600,铭人,0,2021-01-02 14:02:08
11606,115281,150979,ZERO看着挺像帕拉梅拉的领克？的确是挺漂亮的！,167080,米糕,0,2021-01-02 14:00:54
11607,115282,150979,我就很纳闷了，大年第1天所有的人都在讨论model外和未来之间的PK，难道你们不知道新能源的领导者吗？为什么没人提byd了？,253747,hp.z,0,2021-01-02 13:51:57
11608,115283,150979,大众ID.4系列真不知道有什么特点和骄傲的！个人认为就还在利用国人的大众情怀骗人！,138021,Dark blue,0,2021-01-02 13:49:56
11609,115284,150979,蔚来可以学大众搞个捷达，冲下销量的，不影响高端品牌定位的，一直这样会是死胡同的,161117,我飘固我在,0,2021-01-02 13:44:24
11610,115285,150979,有良心的话就把价格弄下来，没一辆值10万的,141341,尼克,0,2021-01-02 13:40:39
11611,115322,150977,复古[强],160642,刺猬sonic,0,2021-01-02 21:05:22
11612,115323,150977,"这设计太老土了吧，
就这玩意儿还定制，
我订个七座版试试[呲牙]",162368,佳兴蛋品批发,0,2021-01-02 14:14:33
11613,115325,150977,这其实就是零跑s01啊,125600,铭人,0,2021-01-02 14:03:05
11614,115249,150966,等领克zero出来再定夺[得意],253721,Li想,0,2021-01-02 20:38:25
11615,115239,150966,哈哈，很早之前就有说，国产品牌的暴利时期已经过去了，如果不再用心做好品控，还不注重提升各方面科技感和使用体验，还盯着国家补贴和市场初期的不透明红利，还挤着牙膏，迟早要GG。按照专业人士分析，最终Y会下探到27.5万，看来现在国内几个品牌要注重起来了。比亚迪唐，未来6，8等，原来也在电动邦留言过，留给国内品牌的时间不多了，国家已经孵化很久了，是时候拿出刺刀来真刀真枪的干了。加油啊国产品牌。[奋斗],161370,天堂没有猪,0,2021-01-02 11:22:36
11616,115240,150966,有空做一下3P的测试吧，已经平民价了[呲牙],138023,加农炮,0,2021-01-02 10:59:34
11617,115241,150966,真香系列！,253612,Charles,0,2021-01-02 09:13:08
11618,115242,150966,"老师，Y的电池多少度呢？这个怎么没说
装了多大的电量呢？",198621,车干,0,2021-01-02 08:58:59
11619,115243,150966,只要是国产就都是好事.,226310,9,0,2021-01-02 01:16:21
11620,115244,150966,有的人只看电池容量不看电控技术？,253613,沙鸥,0,2021-01-02 00:07:47
11621,115175,150966,跟理想没关系，买增程式的人不会拿纯电对比的,195818,Z,0,2021-01-01 22:07:55
11622,115176,150966,你们编辑部消息不灵通啊。早就有传言，1月7日有大动作了。有可能1月7日直接第一批交付了。,252570,陈思源,0,2021-01-01 19:39:37
11623,115177,150966,汽油车再拍一个车牌不好吗？  不确定我这样问会不会被拉黑？,162001,QY Mr. Li 渝,0,2021-01-01 19:34:55
11624,115178,150966,Mustang  的价格区间已经基本确定，期待国产,161199,AAA林祥源环保13176485288,0,2021-01-01 19:15:13
11625,115179,150966,这车对未来没啥威胁，对比亚迪广汽荣威本来不景气的的suv估计受影响，但如果我选，依然电池容量优先，续航优先，这车才77度电，直接拉黑了,127667,#,0,2021-01-01 19:10:53
11626,115180,150966,贵上天了，哪来的自信？就这个进口牌子吗？为了多一点续航无法关闭能量回收，就连360度全景摄像头都没有，更没有220伏大功率电源输出，搞什么嘛，没有任何长处，只是前期有一部车型分定价比较贵而已，就以为自己很高级啦？,160612,航模数码控,0,2021-01-01 18:46:09
11627,115181,150966,尽快推出廉价车型，压死国产造车的骗补车企,161117,我飘固我在,0,2021-01-01 18:36:23
11628,115182,150966,这次是三元锂电池？为啥3已经换了磷酸铁锂电池？,253554,王磊,0,2021-01-01 18:22:05
11629,115183,150966,开始抢国产纯电SUV的市场了，不光是蔚来/广汽，连理想one一起都会颤抖...33.9萬真香,228268,随便写一个,0,2021-01-01 18:05:48
11630,115184,150966,看到投票，其实感觉，现阶段自动驾驶，并不会是油车被电车替代的关键点，续航里程和高充普及率才是。但，或许4～5年以后的全自动驾驶技术，会是压垮油车的最后一根稻草。,252717,折翼王,0,2021-01-01 17:54:15
11631,115185,150966,34万跑600公里和汉比简直弱爆了,253555,时间懂你,0,2021-01-01 17:04:56
11632,115186,150966,国产车什么时候能争口气！做出过硬不忽悠的产品来呀！这还“弯道超车”，没有诚信没有质量，拿着虚标的没谱的续航里程一次又一次忽悠着消费者，新信任就是这么被自己糟蹋的。所以进口的品牌总能扶摇直上……轻松俘获消费者的心。即使小编还在努力的摇旗呐喊……[擦汗],253556,Chao,0,2021-01-01 16:57:45
11633,115187,150966,等等有可能还会降不然又拉横幅,138241,c60201,0,2021-01-01 16:52:04
11634,115188,150966,等一年，到29.99,172344,未来,0,2021-01-01 16:06:40
11635,115191,150966,建议电动邦以后都能给一下电池容量，并加粗，国标续航太不靠谱了,137637,Ryan.huang,0,2021-01-01 16:03:20
11636,115193,150966,好像对十几万元的电动车市场没啥影响。,162429,木糖醇,0,2021-01-01 15:34:38
11637,115195,150966,看来特斯拉急了，实现对赌协议的目标有点老火了,253557,森,0,2021-01-01 15:20:32
11638,115198,150966,不公布电池容量讲续航都是扯淡，公布电池瞎编续航的都是混蛋！比速80度电标706公里的混蛋某鹏,127667,#,0,2021-01-01 15:09:14
11639,115189,150966,这价格，老牌车企都笑了。,252712,哆啦,0,2021-01-01 15:00:03
11640,115201,150966,又是五一29.9万，十一25.9万的节奏,195199,正大光明,0,2021-01-01 14:56:19
11641,115202,150966,es8和es6也就罢了，ec6拿什么打model y……,253558,后皇嘉树,0,2021-01-01 14:35:16
11642,115203,150966,太好了！符合经济水平的坚决买了！,253559,佳期可遇,0,2021-01-01 14:32:52
11643,115204,150966,估计今年8月份我要下手买一台,253560,happiness,0,2021-01-01 14:32:11
11644,115205,150966,面对疾风吧,215733,车夫,0,2021-01-01 14:32:04
11645,115196,150966,能换电吗？有终身质保吗？这就是买丰田还是买雷克萨斯的区别，其实不是一个潜客群。这价格对molde3冲击更大吧,190138,Lito,0,2021-01-01 14:29:51
11646,115206,150966,坐等29万,252647,宁,0,2021-01-01 14:26:37
11647,115209,150966,理想同学的灭顶之灾来了？,167080,米糕,0,2021-01-01 14:20:06
11648,115211,150966,长续航拿补贴之日便是入手之时。,139808,紹一少阿Q,0,2021-01-01 14:18:47
11649,115212,150966,这价格，国产车不降价全死翘翘了,224940,毜,0,2021-01-01 14:18:05
11650,115214,150966,蔚来会受到冲击吧，这个价格绝对是朝着蔚来去的，准备钉死它嘛？,175763,allen²⁰¹8,0,2021-01-01 14:12:58
11651,115215,150966,这价格还真挺不错，有点心动，降到30万的时候可能补贴都没了,252631,现在是老后生了。,0,2021-01-01 14:12:14
11652,115216,150966,能把旗子识别成红灯吗,253562,snig昊,0,2021-01-01 14:11:25
11653,115217,150966,已购已购  觉得好香  完全不能再等了[好的],253563,杜聪,0,2021-01-01 14:10:58
11654,115218,150966,高性能版这价格真香,161252,飞飞          ༽,0,2021-01-01 14:09:04
11655,115207,150966,目测model3要降到20以内,253561,李林可,0,2021-01-01 14:08:31
11656,115199,150966,下半年不是先改用四元锂电池么，这样说三十万以下的磷酸铁锂版岂不是要等到明年？,139809,Joe,0,2021-01-01 14:08:12
11657,115219,150966,小编是不是恨死特斯拉了[呲牙]每逢假日必搞事,138094,CYMY,0,2021-01-01 14:07:51
11658,115221,150966,"参照3在等一年,省5万",253564,dy_crab,0,2021-01-01 14:07:14
11659,115222,150966,已经跃跃欲试了，求教如果可能降价到三十以里是不是至少得等一年以上,253565,澜调,0,2021-01-01 14:05:10
11660,115223,150966,准备下手了[呲牙][呲牙][呲牙],253566,陈晋,0,2021-01-01 14:04:15
11661,115224,150966,啥时候降价了,253567,刘泽民,0,2021-01-01 13:59:03
11662,115327,150965,现在的3秒俱乐部都是几十万的车了，法拉利再磨蹭下去连加入俱乐部的脸面都没有了，进去一看清一色的全是几十万一部的电动车。,253753,꧁༺屎爷༻꧂,0,2021-01-02 16:06:48
11663,115329,150965,纯电法拉利已经到了。兰博基尼纯电还远吗？,137654,平凡的小草,0,2021-01-02 15:38:46
11664,115247,150964,我预言：充电是接下来20年的难题。,160801,Andy,0,2021-01-02 12:59:22
11665,115236,150964,早买早享受，晚买享折扣，不买钱包不会瘦～[让我看看][让我看看],253611,大蒜先生,0,2021-01-02 12:09:59
11666,115237,150964,期待，但先把比亚迪元ev设计师拖出来打一顿，设计得这么丑～,227696,就是这么简单,0,2021-01-02 10:19:27
11667,115238,150964,关键在价格，太贵，有这钱谁买电动车？,252750,我爱世人,0,2021-01-02 08:23:34
11668,115158,150964,奔奔e-staer，到处都降价两万。本身就六万多的车。直接四万多。的确秒杀一众低速电动车和燃油aoo级的车了。,252656,岁月无声,0,2021-01-01 22:26:20
11669,115159,150964,现在很多大城市桩都饱和普及了，希望国家以县城为单位，大力普及全国范围充电桩，每个县城最低保证有一座充电站就满意了，可现实中国起码有超过一半的县城没有充电桩，这是我作为一个新能源车主的切身感受，太不方便了。,178236,杰木,0,2021-01-01 22:26:09
11670,115160,150964,广西的高速服务区好像都还没有充电桩吧？我没有看到过。,137723,中国龙芯~星,0,2021-01-01 20:11:34
11671,115161,150964,有个奇怪的现象：不断吐槽新能源车的，几乎都不是车主；真入手的，基本都是“真香”！[偷笑],253549,石磊,0,2021-01-01 18:55:35
11672,115162,150964,现在不是没桩，而是油车占位严重,252684,大国,0,2021-01-01 18:26:56
11673,115163,150964,充电不是难题……还早的很，且达不到呢,224116,Firefly,0,2021-01-01 18:26:55
11674,115164,150964,即便没有补贴加成，电动车产品也可以在销售价格、使用成本方面完成对燃油车的超越——这梦做得有些邪乎，最起码相当时间内只能是梦而已。,161332,千里之外,0,2021-01-01 18:18:03
11675,115165,150964,什么时候资本不再以挣钱为目的，就能便宜了,253550,超龙,0,2021-01-01 16:04:20
11676,115166,150964,每千瓦时620元就已经媲美燃油车了，再降低就秒杀了，目前是1098每千瓦时。,253551,少年的昵称,0,2021-01-01 15:22:39
11677,115167,150964,我感觉国内百万新能源有一大半是营运车辆提供的。,253552,胡兴,0,2021-01-01 15:10:35
11678,115168,150964,今天已经提车一辆改款model3了...12月下的订金，这就200万分之一了[呲牙],252595,没事拿个小勺,0,2021-01-01 14:46:06
11679,115169,150964,指标在手，一切皆有可能[666],209870,三五三十五,0,2021-01-01 14:34:13
11680,115170,150964,看来北京排号政策晚一年拿到号也不太亏,182743,小卞哥,0,2021-01-01 14:10:13
11681,115171,150964,价格媲美燃油车再说吧,160785,郭昊,0,2021-01-01 14:08:47
11682,115172,150964,过于乐观,253553,勇哥,0,2021-01-01 14:06:10
11683,115174,150964,先追上飞度再说吧,141341,尼克,0,2021-01-01 14:03:10
11684,115320,150962,锐骐6已经有EV版了。邦老师不体验一下吗？,137654,平凡的小草,0,2021-01-02 15:37:30
11685,115153,150928,我就想问一下，er6和之前上海公证处跑的630km怎么差别这么大？几乎少了一半了。到底是装逼装过了，还是需要通知315去打假了！,162429,木糖醇,0,2021-01-01 15:43:58
11686,115151,150928,都第十五季了，之前的十四季在哪看？公众号输入趴趴趴可以看到吗？,253461,张斌,0,2021-01-01 14:52:45
11687,115146,150928,上汽R汽车没参加吗,253264,海尔,0,2021-01-01 13:30:10
11688,115148,150928,最后，还缺一张汇总表格[得意],243901,张刚,0,2021-01-01 10:34:44
11689,115127,150928,几何c的车主怎么搞的？跑这么远？,252631,现在是老后生了。,0,2021-01-01 08:07:11
11690,115128,150928,解决了超充的问题，续航都不是事,252710,哔啵,0,2021-01-01 03:30:14
11691,115129,150928,这个排名以什么为依据？好像也不是最长续航，也不是耗电量最低，看不懂。,253402,⃢ω⃢     糖糖大叔,0,2020-12-31 22:51:36
11692,115131,150928,了不起，造福百姓,161428,刘晓鹏,0,2020-12-31 22:49:58
11693,115132,150928,下次让我代表ER6出战。[奋斗],253403,由我天地宽,0,2020-12-31 22:34:36
11694,115133,150928,我想知道c11这个车从数据上来看值得等吗,252673,大然Kāmilah,0,2020-12-31 22:33:15
11695,115135,150928,柴暖和热泵空调都是要选装的，柴油热管理2.0也是为了解决冬天续航半折的痛点的一个有实效性的尝试，车依然是纯电动车，柴暖只负责加热电池包和提供空调暖风，不提供动力，冬天舒适性很好，北京当然可以上纯电动的绿牌，几乎所有加油站都可以加-10#柴油，柴油几乎完全燃烧，产生主要是二氧化碳和水，污染非常非常小。,253404,fzh,0,2020-12-31 22:13:32
11696,115136,150928,五菱EV mini 没参加吗……,160801,Andy,0,2020-12-31 21:45:18
11697,115138,150928,说一个比亚迪未公开的秘密吧。比亚迪根据地区不同，销售的车型，有的有柴暖，有的没有。比如广东销售的e2，就没有柴暖，而河北的e2，就会有，这事很多销售都不知道。出厂的时候就会自带。,253405,许哼哼。,0,2020-12-31 21:01:12
11698,115139,150928,←有的车主仅是想来玩玩，开的就比较随意。,253406,treefern,0,2020-12-31 20:53:35
11699,115140,150928,柴油取暖是完全燃烧，污染问题倒是不大。[傲慢][傲慢][傲慢],253407,大王,0,2020-12-31 20:51:42
11700,115118,150928,这个测试太牛了，一目了然，谁的效率最高，谁的绝对续航最长,192270,浩,0,2020-12-31 20:38:28
11701,115119,150928,可能接触电动车少的人群不知道柴暖是很古老的产物了 这玩意如果公开选装就失去了新能源的意义了 其实比亚迪早几年就能选装的了 只不过是不公开罢了,195685,浩民,0,2020-12-31 20:38:22
11702,115120,150928,柴暖怎么会标配？几何c这类的热泵空调不是很好，再说你要去-25度的地区，那就别考虑电动车就算柴暖也只解决空调问题,252640,pp,0,2020-12-31 20:30:33
11703,115121,150928,威马这个柴油加热的玩意，北京可以上牌吗？柴油好买得到吗,196955,磊,0,2020-12-31 20:23:23
11704,115123,150928,看来，电池电驱系统各车型很近了，柴暖估计未来会成为标配了，就是不知道带了柴暖以后算不算纯电了毕竟有排放,221597,刘涵,0,2020-12-31 20:16:57
11705,115245,150927,真以为大家都是傻逼没有判断力吗？厚颜无耻标题党式的文章少发，毫无意义,137862,蓝龙vic,0,2021-01-02 01:55:08
11706,115225,150927,监管部门呢？,252773,Air spirit,0,2021-01-01 15:01:51
11707,115226,150927,"特斯拉车主来说一下，几乎停住或者停车的时候踩刹车后面刹车灯亮不亮？
销售说的特斯拉刹车是靠加速计来控制的，换句话说说和你踩不踩踏板没关系",236125,G文杰,0,2021-01-01 14:33:58
11708,115227,150927,"从深圳事故视频看，怀疑特斯拉的控制系统供电有bug没解，导致车辆暴冲。
当时车主反映刹车踩不下去，方向打不了，这是电车丧失电子助力的表现。从视频中看，刹车灯在两次撞击时有亮起，推测车主一直踩着刹车但是没助力以为踩不下去，直到两次撞击产生较大的冲击才有踩动反应，亮起刹车灯。特斯拉的供电可能有bug，没改之前不敢买。",253561,李林可,0,2021-01-01 14:33:58
11709,115228,150927,马斯克得和黑客认真大战了吧[发呆],195770,ʚ幵꧔ ᭄ 佟༄,0,2021-01-01 14:24:59
11710,115229,150927,这要命的玩意，建议安装黑瞎子，感觉像看过的科幻片，汽车系统被黑。难道特斯拉是美国派来的机器杀手,253568,冷月,0,2021-01-01 14:23:31
11711,115230,150927,韭菜们，不要闹啦[抓狂]要注意自己的修养！不懂可以看看《韭菜的自我修养》[偷笑],138094,CYMY,0,2021-01-01 14:15:24
11712,115231,150927,特斯拉还能买吗？,138332,  Coin,0,2021-01-01 14:06:55
11713,115354,150924,特斯拉又可以高价卖冬季特斯拉专用玻璃水了，利润又上涨了,254058,凌志辉,0,2021-01-04 14:13:28
11714,115143,150924,这种门把手就是个噱头[抠鼻],138942,骑上单车去拉砂,0,2021-01-01 01:37:23
11715,115144,150924,你懂啥，这叫回归本原，以人为本，自然主义，奥卡姆剃刀原理……再给我二百水费我还能接着编[旺柴],209870,三五三十五,0,2020-12-31 23:05:04
11716,115145,150924,这车比较高级,138023,加农炮,0,2020-12-31 22:12:12
11717,115125,150924,恨那个特斯拉车主就给他车把手洒水[得意],252675, 江山,0,2020-12-31 20:34:46
11718,115126,150924,做空特斯拉了解一下？[呲牙],228125,村,0,2020-12-31 20:05:44
11719,115246,150922,光先进有个屁用，那么贵，谁买谁知道！,252750,我爱世人,0,2021-01-02 08:25:41
11720,115248,150922,千万不要像特斯拉，总是车辆失控,253702,三春晖,0,2021-01-01 21:16:34
11721,115232,150922,新势力都在吹L4了，你还在说首个L3。软件方面长城等传统车企，包括比亚迪，车载软件系统智能辅助功能远远不及小鹏这些新势力，是被吊打的命。,227697,  无敌  超人,0,2021-01-01 18:18:28
11722,115234,150922,没有说雷达是多少线的,252637,月落落,0,2021-01-01 16:24:34
11723,115235,150922,激光雷达会比小鹏先量产？NOH还要多久发布到车上？3年已经是L4或者L5了吧？,253569,天外客,0,2021-01-01 14:40:36
11724,115141,150918,把前脸裹成椭球形是不是更能降低风阻？,209870,三五三十五,0,2020-12-31 23:07:08
11725,115142,150918,没三十多跑不掉了,138241,c60201,0,2020-12-31 20:49:39
11726,115124,150918,汉表示不服,161201,古标,0,2020-12-31 20:14:39
11727,115096,150884,帅气,175796,北落师门,0,2020-12-30 17:33:29
11728,115097,150884,也不要B柱吗,253238,陈勋剑,0,2020-12-30 16:56:05
11729,115059,150857,做了实事,224118,Reredos,0,2020-12-29 17:52:14
11730,115060,150857,回二楼的，因为外形设计难看，外貌还是很重要的[吃瓜],252659,...,0,2020-12-29 17:37:17
11731,115061,150857,应该这两天再测一下，这才是冬天该有的温度，去崇礼测，这样新疆，东北的车友也有信心了,137810,不诉离殇,0,2020-12-29 17:27:30
11732,115062,150857,期待10-15万组的趴趴趴。,161332,千里之外,0,2020-12-29 16:57:54
11733,115064,150857,一直不太理解为何几何汽车一直不火。,253083,黄先森,0,2020-12-29 16:52:03
11734,115080,150856,对跑营运的人来说可不是个好消息,215723,温存绕指柔つ,0,2020-12-30 17:36:06
11735,115081,150856,如果是铁锂的车，应该不至于这么弄，这种电池自燃率极低。,161663,跆拳道大灰狼,0,2020-12-30 17:35:42
11736,115082,150856,售后告诉我，如果电池长期不能充满，会影响电池寿命和总容量的,253235,東坡植五柳,0,2020-12-30 17:12:08
11737,115083,150856,"选择权还是应该在用户手里 不能一刀切
",253236,糖果拿起来,0,2020-12-30 16:20:46
11738,115084,150856,万一跑长途就是想充到最满呢，这样科学吗,176310,天空の城,0,2020-12-30 16:20:06
